妹紅,,,,名詞,固有名詞,人名,名,*,*,妹紅,モコウ,モコウ,東方Project
伊吹,,,,名詞,固有名詞,人名,姓,*,*,伊吹,イブキ,イブキ,東方Project
萃香,,,,名詞,固有名詞,人名,名,*,*,萃香,スイカ,スイカ,東方Project
射命丸,,,,名詞,固有名詞,人名,姓,*,*,射命丸,シャメイマル,シャメイマル,東方Project
文,,,,名詞,固有名詞,人名,名,*,*,文,アヤ,アヤ,東方Project
メディスン,,,,名詞,固有名詞,人名,名,*,*,メディスン,メディスン,メディスン,東方Project
メランコリー,,,,名詞,固有名詞,人名,姓,*,*,メランコリー,メランコリー,メランコリー,東方Project
メディ,,,,名詞,固有名詞,人名,一般,*,*,メディ,メディ,メディ,東方Project
風見,,,,名詞,固有名詞,人名,姓,*,*,風見,カザミ,カザミ,東方Project
幽香,,,,名詞,固有名詞,人名,名,*,*,幽香,ユウカ,ユウカ,東方Project
小野塚,,,,名詞,固有名詞,人名,姓,*,*,小野塚,オノヅカ,オノヅカ,東方Project
小町,,,,名詞,固有名詞,人名,名,*,*,小町,コマチ,コマチ,東方Project
四季,,,,名詞,固有名詞,人名,姓,*,*,四季,シキ,シキ,東方Project
映姫,,,,名詞,固有名詞,人名,名,*,*,映姫,エイキ,エイキ,東方Project
ヤマザナドゥ,,,,名詞,固有名詞,人名,一般,*,*,ヤマザナドゥ,ヤマザナドゥ,ヤマザナドゥ,東方Project
秋,,,,名詞,固有名詞,人名,姓,*,*,秋,アキ,アキ,東方Project
静葉,,,,名詞,固有名詞,人名,名,*,*,静葉,シズハ,シズハ,東方Project
穣子,,,,名詞,固有名詞,人名,名,*,*,穣子,ミノリコ,ミノリコ,東方Project
鍵山,,,,名詞,固有名詞,人名,姓,*,*,鍵山,カギヤマ,カギヤマ,東方Project
雛,,,,名詞,固有名詞,人名,名,*,*,雛,ヒナ,ヒナ,東方Project
河城,,,,名詞,固有名詞,人名,姓,*,*,河城,カワシロ,カワシロ,東方Project
にとり,,,,名詞,固有名詞,人名,名,*,*,にとり,ニトリ,ニトリ,東方Project
犬走,,,,名詞,固有名詞,人名,姓,*,*,犬走,イヌバシリ,イヌバシリ,東方Project
椛,,,,名詞,固有名詞,人名,名,*,*,椛,モミジ,モミジ,東方Project
東風谷,,,,名詞,固有名詞,人名,姓,*,*,東風谷,コチヤ,コチヤ,東方Project
早苗,,,,名詞,固有名詞,人名,名,*,*,早苗,サナエ,サナエ,東方Project
八坂,,,,名詞,固有名詞,人名,姓,*,*,八坂,ヤサカ,ヤサカ,東方Project
神奈子,,,,名詞,固有名詞,人名,名,*,*,神奈子,カナコ,カナコ,東方Project
洩矢,,,,名詞,固有名詞,人名,姓,*,*,洩矢,モリヤ,モリヤ,東方Project
諏訪子,,,,名詞,固有名詞,人名,名,*,*,諏訪子,スワコ,スワコ,東方Project
永江,,,,名詞,固有名詞,人名,姓,*,*,永江,ナガエ,ナガエ,東方Project
衣玖,,,,名詞,固有名詞,人名,名,*,*,衣玖,イク,イク,東方Project
比那名居,,,,名詞,固有名詞,人名,姓,*,*,比那名居,ヒナナイ,ヒナナイ,東方Project
天子,,,,名詞,固有名詞,人名,名,*,*,天子,テンシ,テンシ,東方Project
